,datetime,open,high,low,close,volume,doji,sma_100,rsi,supertrend73,ST_Buy,ST_Sell
0,2023-06-26 00:00:00,43714.75,43773.1,43541.75,43641.05,0.0,0,,,0.0,0,0
1,2023-06-27 00:00:00,43804.55,44194.65,43693.15,44121.5,0.0,0,,,,0,0
2,2023-06-28 00:00:00,44419.5,44508.4,44163.2,44327.8,0.0,0,,,,0,0
3,2023-06-30 00:00:00,44666.0,44787.1,44447.2,44747.35,0.0,0,,,,0,0
4,2023-07-03 00:00:00,44957.95,45353.2,44882.1,45158.1,0.0,0,,,,0,0
5,2023-07-04 00:00:00,45310.55,45655.5,45000.25,45301.45,0.0,0,,,,0,0
6,2023-07-05 00:00:00,45169.7,45418.9,45073.4,45151.8,0.0,0,,,,0,0
7,2023-07-06 00:00:00,45060.55,45417.5,45042.6,45339.9,0.0,0,,,43780.92142857143,0,0
8,2023-07-07 00:00:00,45118.05,45227.25,44844.8,44925.0,0.0,0,,,43780.92142857143,0,0
9,2023-07-10 00:00:00,44958.65,45184.3,44721.9,44860.85,0.0,0,,,43780.92142857143,0,0
10,2023-07-11 00:00:00,44998.0,45139.55,44663.05,44745.05,0.0,0,,,43780.92142857143,0,0
11,2023-07-12 00:00:00,44872.6,44937.25,44562.4,44639.45,0.0,0,,,43780.92142857143,0,0
12,2023-07-13 00:00:00,45009.3,45085.15,44612.2,44665.05,0.0,0,,,43780.92142857143,0,0
13,2023-07-14 00:00:00,44860.65,44923.85,44547.8,44819.3,0.0,100,,,43780.92142857143,0,0
14,2023-07-17 00:00:00,44951.2,45556.45,44695.05,45449.75,0.0,0,,75.77303428424862,43780.92142857143,0,0
15,2023-07-18 00:00:00,45754.8,45905.85,45281.3,45410.85,0.0,0,,74.87906274439288,44009.30261828577,0,0
16,2023-07-19 00:00:00,45622.5,45707.4,45433.0,45669.3,0.0,100,,76.8345765075796,44085.15938710209,0,0
17,2023-07-20 00:00:00,45689.05,46256.2,45640.95,46186.9,0.0,0,,80.16473865257777,44412.004474658934,0,0
18,2023-07-21 00:00:00,46063.95,46369.5,45925.9,46075.2,0.0,100,,77.57306868339529,44640.525263993375,0,0
19,2023-07-24 00:00:00,46131.9,46191.5,45858.75,45923.05,0.0,0,45057.935000000005,74.06079652659722,44640.525263993375,0,0
20,2023-07-25 00:00:00,46154.7,46156.1,45622.85,45845.0,0.0,0,45168.1325,72.25353126683959,44640.525263993375,0,0
21,2023-07-26 00:00:00,45935.15,46096.6,45804.7,46062.35,0.0,0,45265.175,74.14561013665954,44640.525263993375,0,0
22,2023-07-27 00:00:00,46285.85,46310.1,45570.65,45679.3,0.0,0,45332.75,65.64909620306223,44640.525263993375,0,0
23,2023-07-28 00:00:00,45560.9,45727.75,45238.8,45468.1,0.0,0,45368.7875,61.46676143006694,44640.525263993375,0,0
24,2023-07-31 00:00:00,45546.35,45694.9,45359.75,45651.1,0.0,0,45393.4375,63.62892261407096,44640.525263993375,0,0
25,2023-08-01 00:00:00,45740.0,45782.75,45471.05,45592.5,0.0,0,45407.990000000005,62.42106718935047,44640.525263993375,0,0
26,2023-08-02 00:00:00,45234.65,45404.9,44720.9,44995.7,0.0,0,45400.185,51.664606543753564,44640.525263993375,0,0
27,2023-08-03 00:00:00,44862.85,45038.45,44279.4,44513.45,0.0,0,45358.862499999996,44.927430583508674,46297.97804910922,0,1
28,2023-08-04 00:00:00,44754.75,45118.05,44520.55,44879.5,0.0,0,45356.587499999994,50.23241584572076,46297.97804910922,0,0
29,2023-08-07 00:00:00,44993.7,45011.35,44773.85,44837.5,0.0,0,45355.42,49.64155154372366,46297.97804910922,0,0
30,2023-08-08 00:00:00,44888.95,45096.85,44817.85,44964.45,0.0,0,45366.38999999999,51.498611629259436,46297.97804910922,0,0
31,2023-08-09 00:00:00,44973.45,44975.0,44533.75,44880.7,0.0,0,45378.45249999999,50.18382827553953,46168.64730389236,0,0
32,2023-08-10 00:00:00,44797.65,44980.35,44418.4,44541.8,0.0,0,45372.28999999999,45.159487193766076,46152.44411762201,0,0
33,2023-08-11 00:00:00,44568.15,44571.25,44120.9,44199.1,0.0,0,45341.279999999984,40.719838633276105,45784.56995796173,0,0
34,2023-08-14 00:00:00,44066.6,44212.75,43776.9,44090.95,0.0,100,45273.33999999998,39.403312668048656,45414.613535395765,0,0
35,2023-08-16 00:00:00,43726.25,44002.8,43600.35,43946.4,0.0,0,45200.117499999986,37.65113666538888,45228.79374462494,0,0
36,2023-08-17 00:00:00,43897.25,44071.85,43745.1,43891.35,0.0,100,45111.21999999999,36.97676728360366,45228.79374462494,0,0
37,2023-08-18 00:00:00,43724.75,43957.65,43672.45,43851.05,0.0,0,44994.42749999998,36.46190449163877,45105.87805727547,0,0
38,2023-08-21 00:00:00,43952.85,44113.8,43862.0,44002.0,0.0,0,44890.76749999999,39.84081924732508,45105.87805727547,0,0
39,2023-08-22 00:00:00,44125.0,44151.3,43938.7,43993.25,0.0,0,44794.27749999998,39.70899613250758,45105.87805727547,0,0
40,2023-08-23 00:00:00,44064.5,44521.65,43952.05,44479.05,0.0,0,44725.97999999999,49.66657841649114,45105.87805727547,0,0
41,2023-08-24 00:00:00,44704.2,44949.9,44433.75,44496.2,0.0,0,44647.672499999986,49.98065149889136,45105.87805727547,0,0
42,2023-08-25 00:00:00,44276.2,44359.1,43983.75,44231.45,0.0,0,44575.279999999984,45.283145168880736,45105.87805727547,0,0
43,2023-08-28 00:00:00,44253.65,44610.4,44201.45,44494.65,0.0,0,44526.607499999984,50.28559044544194,45105.87805727547,0,0
44,2023-08-29 00:00:00,44655.75,44673.0,44429.8,44495.25,0.0,0,44468.81499999999,50.29674612653482,45105.87805727547,0,0
45,2023-08-30 00:00:00,44706.55,44779.65,44149.8,44232.6,0.0,0,44400.819999999985,45.48509882528159,45105.87805727547,0,0
46,2023-08-31 00:00:00,44265.85,44399.65,43895.05,43989.15,0.0,0,44350.492499999986,41.520214334302736,45105.87805727547,0,0
47,2023-09-01 00:00:00,43996.1,44568.55,43830.75,44436.1,0.0,0,44346.624999999985,50.11719769531424,45105.87805727547,0,0
48,2023-09-04 00:00:00,44647.65,44656.05,44310.95,44578.3,0.0,0,44331.56499999999,52.50927102059546,45105.87805727547,0,0
49,2023-09-05 00:00:00,44625.05,44668.7,44401.7,44532.15,0.0,0,44316.29749999999,51.643709645806226,45105.87805727547,0,0
50,2023-09-06 00:00:00,44494.65,44577.0,44207.25,44409.1,0.0,0,44288.52999999999,49.30977086947533,45105.87805727547,0,0
51,2023-09-07 00:00:00,44418.05,44915.55,44341.2,44878.35,0.0,0,44288.41249999999,57.24510502158224,45105.87805727547,0,0
52,2023-09-08 00:00:00,44953.65,45383.35,44812.15,45156.4,0.0,0,44319.142499999994,61.12820735515254,43696.57745339562,1,0
53,2023-09-11 00:00:00,45340.8,45636.2,45231.3,45570.7,0.0,0,44387.72249999999,66.07267290210872,44027.11638862482,0,0
54,2023-09-12 00:00:00,45893.8,45893.8,45322.55,45511.35,0.0,0,44458.74249999999,64.80105298359503,44157.66761882128,0,0
55,2023-09-13 00:00:00,45449.35,45990.5,45299.4,45909.45,0.0,0,44556.89499999999,69.09728928168926,44157.66761882128,0,0
56,2023-09-14 00:00:00,46013.3,46153.9,45801.5,46000.85,0.0,100,44662.36999999999,70.0025658886298,44507.1190668891,0,0
57,2023-09-15 00:00:00,46122.15,46310.4,46028.75,46231.5,0.0,0,44781.39249999999,72.2146070840734,44776.41277161922,0,0
58,2023-09-18 00:00:00,46100.95,46252.95,45906.9,45979.85,0.0,0,44880.28499999999,66.45656113445176,44776.41277161922,0,0
59,2023-09-20 00:00:00,45493.7,45745.15,45276.4,45384.6,0.0,0,44949.852499999986,55.23718379511012,44776.41277161922,0,0
60,2023-09-21 00:00:00,45179.6,45276.8,44592.45,44623.85,0.0,0,44957.092499999984,44.82234203140211,46518.81506218731,0,1
61,2023-09-22 00:00:00,44707.35,44996.75,44548.9,44612.05,0.0,0,44962.88499999999,44.68161590030541,46322.63791044626,0,0
62,2023-09-25 00:00:00,44615.0,44936.55,44400.9,44766.1,0.0,0,44989.617499999986,47.020209816108526,46226.70035181109,0,0
63,2023-09-26 00:00:00,44722.5,44773.8,44532.45,44624.2,0.0,0,44996.09499999999,45.12771771187589,46091.968158695214,0,0
64,2023-09-27 00:00:00,44465.9,44668.0,44182.5,44588.3,0.0,0,45000.74749999998,44.63821726604806,45866.6155645959,0,0
65,2023-09-28 00:00:00,44700.35,44756.8,44248.2,44300.95,0.0,0,45004.164999999986,40.821418607444045,45866.6155645959,0,0
66,2023-09-29 00:00:00,44445.35,44755.05,44344.9,44584.55,0.0,0,45033.93499999998,45.75155996712147,45866.6155645959,0,0
67,2023-10-03 00:00:00,44561.5,44566.3,44243.1,44399.05,0.0,0,45032.08249999999,43.21551535624014,45785.672338054566,0,0
68,2023-10-04 00:00:00,44108.15,44161.35,43857.5,43964.05,0.0,0,45001.36999999999,37.90885088850467,45425.2084326182,0,0
69,2023-10-05 00:00:00,44181.35,44391.85,44108.3,44213.35,0.0,100,44985.429999999986,42.28309177806942,45425.2084326182,0,0
70,2023-10-06 00:00:00,44395.4,44500.7,44242.95,44360.6,0.0,100,44983.00499999999,44.758550956695885,45425.2084326182,0,0
71,2023-10-09 00:00:00,44057.8,44113.2,43796.75,43886.5,0.0,0,44933.41249999999,38.964048855210585,45328.45509167793,0,0
72,2023-10-10 00:00:00,44027.55,44487.25,44004.55,44360.15,0.0,0,44893.59999999999,46.42621187142041,45328.45509167793,0,0
73,2023-10-11 00:00:00,44554.9,44710.55,44411.4,44516.9,0.0,0,44840.90999999999,48.66309547008123,45328.45509167793,0,0
74,2023-10-12 00:00:00,44571.55,44693.05,44530.05,44599.2,0.0,100,44795.30249999999,49.8471284582696,45328.45509167793,0,0
75,2023-10-13 00:00:00,44322.05,44563.05,44203.7,44287.95,0.0,0,44714.22749999999,45.566802105794764,45328.45509167793,0,0
76,2023-10-16 00:00:00,44204.75,44356.95,44044.4,44225.9,0.0,100,44625.479999999996,44.741963673876334,45328.45509167793,0,0
77,2023-10-17 00:00:00,44589.8,44589.85,44336.95,44409.5,0.0,0,44534.37999999999,47.75550037949221,45328.45509167793,0,0
78,2023-10-18 00:00:00,44404.2,44412.5,43861.45,43888.7,0.0,0,44429.822499999995,40.935772974826676,45328.45509167793,0,0
79,2023-10-19 00:00:00,43616.75,44058.8,43558.1,43754.5,0.0,0,44348.31749999999,39.37537788852622,45098.07488624737,0,0
80,2023-10-20 00:00:00,43584.25,43877.5,43567.45,43723.05,0.0,0,44303.2775,39.00018802483209,44960.746331069175,0,0
81,2023-10-23 00:00:00,43822.7,43831.3,43029.45,43151.2,0.0,0,44230.23499999999,32.86763899324073,44835.400426630724,0,0
82,2023-10-25 00:00:00,43308.3,43397.45,42758.4,42832.0,0.0,0,44133.52999999999,30.029176311191215,44556.111079969196,0,0
83,2023-10-26 00:00:00,42708.4,42716.2,42105.4,42280.15,0.0,0,44016.3275,25.869615300615507,43989.216639973594,0,0
84,2023-10-27 00:00:00,42555.6,42840.15,42482.75,42782.0,0.0,0,43926.0125,34.72466051459917,43989.216639973594,0,0
85,2023-10-30 00:00:00,42721.4,43112.5,42390.5,43039.15,0.0,0,43862.9225,38.76128091548142,43989.216639973594,0,0
86,2023-10-31 00:00:00,43356.85,43356.85,42797.15,42845.95,0.0,0,43775.99249999999,36.91427457365329,43989.216639973594,0,0
87,2023-11-01 00:00:00,42694.25,42815.15,42589.65,42700.95,0.0,100,43691.08749999999,35.54529201176842,43989.216639973594,0,0
88,2023-11-02 00:00:00,43018.7,43271.5,42796.45,43017.2,0.0,100,43643.74499999998,40.709852014836926,43989.216639973594,0,0
89,2023-11-03 00:00:00,43318.3,43416.1,43221.0,43318.25,0.0,100,43598.98999999998,45.21044018559148,43989.216639973594,0,0
90,2023-11-06 00:00:00,43627.75,43648.7,43415.2,43619.4,0.0,100,43561.929999999986,49.35212361052322,43989.216639973594,0,0
91,2023-11-07 00:00:00,43598.85,43799.35,43283.85,43737.9,0.0,0,43554.499999999985,50.924175439282614,43989.216639973594,0,0
92,2023-11-08 00:00:00,43791.8,43797.55,43547.75,43658.65,0.0,0,43519.42499999999,49.81066682984609,43989.216639973594,0,0
93,2023-11-09 00:00:00,43626.1,43876.75,43542.65,43683.6,0.0,0,43477.75999999999,50.18000923985977,43989.216639973594,0,0
94,2023-11-10 00:00:00,43543.25,43908.7,43504.95,43820.1,0.0,0,43438.804999999986,52.25031755134215,43989.216639973594,0,0
95,2023-11-12 00:00:00,44054.5,44056.0,43916.6,43996.65,0.0,0,43424.23999999999,54.86298407545913,42778.168164403796,1,0
96,2023-11-13 00:00:00,43915.1,43970.75,43681.4,43891.25,0.0,100,43407.50749999999,52.99859967613053,42778.168164403796,0,0
97,2023-11-15 00:00:00,44398.45,44408.55,44164.55,44201.7,0.0,0,43397.117499999986,57.57204860509167,43061.43681466401,0,0
98,2023-11-16 00:00:00,44251.7,44420.95,44064.15,44161.55,0.0,0,43410.759999999995,56.80224995711899,43061.43681466401,0,0
99,2023-11-17 00:00:00,43656.25,43872.85,43513.85,43583.95,0.0,0,43402.23249999999,47.05471267737687,43061.43681466401,0,0
100,2023-11-20 00:00:00,43591.5,43724.0,43450.05,43584.95,0.0,100,43395.327499999985,47.07164728906499,43061.43681466401,0,0
101,2023-11-21 00:00:00,43790.95,43790.95,43586.45,43689.15,0.0,0,43422.22499999999,48.90554091640823,43061.43681466401,0,0
102,2023-11-22 00:00:00,43663.6,43692.5,43230.95,43449.6,0.0,0,43453.10499999999,45.04174555964495,43061.43681466401,0,0
103,2023-11-23 00:00:00,43452.75,43649.65,43451.35,43577.5,0.0,0,43517.97249999999,47.429855271611096,43061.43681466401,0,0
104,2023-11-24 00:00:00,43607.35,43806.5,43566.15,43769.1,0.0,0,43567.327499999985,50.87371098006814,43061.43681466401,0,0
105,2023-11-28 00:00:00,43851.55,43960.3,43739.8,43880.95,0.0,0,43609.41749999998,52.816910162733464,43061.43681466401,0,0
106,2023-11-29 00:00:00,44081.75,44630.35,44003.45,44566.45,0.0,0,43695.44249999998,62.58492185656927,43146.018780484526,0,0
107,2023-11-30 00:00:00,44711.2,44764.8,44254.6,44481.75,0.0,0,43784.482499999984,60.90709059357605,43287.430383272454,0,0
108,2023-12-01 00:00:00,44580.15,44951.1,44531.75,44814.2,0.0,0,43874.33249999998,64.88618460396034,43492.615328519256,0,0
109,2023-12-04 00:00:00,45671.5,46484.45,45484.2,46431.4,0.0,0,44029.98999999998,77.09802687542616,44198.09528158793,0,0
110,2023-12-05 00:00:00,46895.9,47230.55,46653.65,47012.25,0.0,0,44199.632499999985,79.81351998571932,45068.553098503944,0,0
111,2023-12-06 00:00:00,47256.75,47259.85,46750.2,46834.55,0.0,0,44354.46499999998,76.81285287996685,45180.70622728908,0,0
112,2023-12-07 00:00:00,46735.4,46927.7,46507.15,46841.4,0.0,0,44513.602499999986,76.84898547945093,45180.70622728908,0,0
113,2023-12-08 00:00:00,46797.2,47303.65,46793.9,47262.0,0.0,0,44692.522499999985,79.01166991858062,45335.50712617158,0,0
114,2023-12-11 00:00:00,47233.3,47588.0,47186.6,47314.25,0.0,0,44867.22999999999,79.27073491851361,45746.75610814707,0,0
115,2023-12-12 00:00:00,47421.7,47454.0,47004.05,47097.55,0.0,0,45022.27499999999,75.12887828632267,45746.75610814707,0,0
116,2023-12-13 00:00:00,47190.75,47201.95,46886.9,47092.25,0.0,0,45182.32499999999,75.02562747916188,45746.75610814707,0,0
117,2023-12-14 00:00:00,47567.65,47943.6,47510.85,47732.3,0.0,0,45358.854999999996,78.81256137326406,46071.84065411011,0,0
118,2023-12-15 00:00:00,47939.9,48219.95,47632.85,48143.55,0.0,0,45557.954999999994,80.82450754419142,46255.88484638009,0,0
119,2023-12-18 00:00:00,48068.5,48076.6,47806.7,47867.7,0.0,0,45772.142499999994,75.63627098757676,46365.4155826115,0,0
120,2023-12-19 00:00:00,47940.4,48017.0,47646.05,47870.9,0.0,0,45986.439999999995,75.6557934232411,46365.4155826115,0,0
121,2023-12-20 00:00:00,48085.35,48166.15,47202.65,47445.3,0.0,0,46174.2475,67.86675818148909,46365.4155826115,0,0
122,2023-12-21 00:00:00,47172.45,47932.4,46919.7,47840.15,0.0,0,46393.775,70.86377992566084,46365.4155826115,0,0
123,2023-12-22 00:00:00,47837.75,48071.4,47415.85,47491.85,0.0,0,46589.4925,65.0961587319958,46365.4155826115,0,0
124,2023-12-26 00:00:00,47576.4,47838.45,47411.65,47724.85,0.0,0,46787.28,67.0294014213717,46365.4155826115,0,0
125,2023-12-27 00:00:00,47818.5,48347.65,47806.7,48282.2,0.0,0,47007.3425,71.1463104801465,46365.4155826115,0,0
126,2023-12-28 00:00:00,48479.05,48636.45,48343.15,48508.55,0.0,100,47204.4475,72.64044809373155,46773.73226216959,0,0
127,2023-12-29 00:00:00,48374.85,48477.7,48091.85,48292.25,0.0,0,47394.9725,68.96525392983337,46773.73226216959,0,0
128,2024-01-01 00:00:00,48203.45,48450.0,48044.15,48234.3,0.0,100,47565.97750000001,67.97300678195744,46773.73226216959,0,0
129,2024-01-02 00:00:00,48194.8,48223.55,47689.8,47761.65,0.0,0,47632.490000000005,60.34670499704604,46773.73226216959,0,0
130,2024-01-03 00:00:00,47796.3,47798.75,47481.35,47704.95,0.0,0,47667.12500000001,59.48450221993766,46773.73226216959,0,0
131,2024-01-04 00:00:00,47805.4,48281.2,47738.15,48195.85,0.0,0,47735.19,64.24727303928712,46773.73226216959,0,0
132,2024-01-05 00:00:00,48245.55,48381.95,47822.85,48159.0,0.0,0,47801.07,63.64246902045421,46773.73226216959,0,0
133,2024-01-08 00:00:00,48096.65,48154.5,47387.35,47450.25,0.0,0,47810.4825,53.25798417622145,46773.73226216959,0,0
134,2024-01-09 00:00:00,47705.4,47939.3,47156.05,47242.65,0.0,0,47806.902500000004,50.650962739785314,46773.73226216959,0,0
135,2024-01-10 00:00:00,47073.85,47423.45,47010.8,47360.85,0.0,0,47820.0675,52.08899930962873,46773.73226216959,0,0
